title,link,source,date
노을 테마 걷기·무소음DJ파티…'한강페스티벌 가을편' 개막,https://www.news1.kr/articles/5190105,뉴스1,2023-10-05
"‘불꽃축제’로 달아오른 가을, 세계 놀이터 된한강",https://www.etoday.co.kr/news/view/2289795,이투데이,2023-10-05
이번 주말에한강공원에서 획기적인 파티가 열립니다 (+파티 정체),https://www.wikitree.co.kr/articles/877475,위키트리,2023-08-10
오늘한강공원서 '무소음DJ파티'...비보잉 공연도,http://www.metroseoul.co.kr/article/20230812500015,메트로신문,2023-08-12
"[르포]한강서 즐기는 '노을 출사'…""봐, 오길 잘했지""",https://view.asiae.co.kr/article/2023091017450830213,아시아경제언론사 선정,2023-09-10
"‘클럽·영화관·야간 수영장’…한강, 거대한행사장으로 변한다",https://news.kmib.co.kr/article/view.asp?arcid=0924314365&code=11131400&cp=nv,국민일보,2024-06-06
"‘클럽·영화관·야간 수영장’ 한여름한강, 거대한행사장으로 변한다",https://news.kmib.co.kr/article/view.asp?arcid=0018523303&code=61121111&cp=nv,국민일보,2023-08-01
'BTS 데뷔 10주년 기념행사'로 북적이는한강공원,http://www.m-economynews.com/news/article.html?no=38825,M이코노미뉴스,2023-06-17
"한국사회평화협의회, '지구인답게 희망은 숲'행사로 환경보호 캠페인 전개",http://www.it-b.co.kr/news/articleView.html?idxno=71114,아이티비즈,2023-10-17
"유피라운지, '2023 브릿지워크한강' 걷기대회 개최",http://www.fntoday.co.kr/news/articleView.html?idxno=301833,파이낸스투데이,2023-09-19
2023 답게살겠습니다 '지구인답게 희망은 숲'행사성료,http://www.hyunbulnews.com/news/articleView.html?idxno=410925,현대불교신문,2023-10-16
'서울  주말 가볼만한 곳 추천' 잠수교뚜벅뚜벅축제/뚝섬 물놀이장·야외수영...,https://www.lecturernews.com/news/articleView.html?idxno=130396,한국강사신문,2023-07-07
내일 여의도한강공원에 아미 30만명 온다...'BTS 10주년 페스타',http://www.fnnews.com/news/202306160746115801,파이낸셜뉴스,2023-06-16
"'방탄소년단(BTS) 10주년 페스타' 여의도한강공원30만, 잠실종합운동장 14만...",https://www.lecturernews.com/news/articleView.html?idxno=128876,한국강사신문,2023-06-17
"서울 속 水 피서지..배봉산 물놀이,한강수영-풀장",http://news.heraldcorp.com/view.php?ud=20230808000675,헤럴드경제,2023-08-08
"사진작가와 함께한강노을명소로 떠나는 출사여행… 서울시, 9월한강술래길...",https://www.lecturernews.com/news/articleView.html?idxno=133817,한국강사신문,2023-08-19
[생생우동]서울에서 즐기는 ‘한여름밤의 꿈’…한강과 서울숲 등 ‘밤 축제’...,https://www.seoul.co.kr/news/newsView.php?id=20230804500118&wlog_tag3=naver,서울신문,2023-08-04
노을맛집 '한강술래길' 걸으며 감성 인증샷 찍는 워킹투어 어때요?,http://www.tournews21.com/news/articleView.html?idxno=62066,투어코리아뉴스,2023-08-17
BTS 페스타@17일 여의도한강공원일정은?,https://news.kmib.co.kr/article/view.asp?arcid=0018370015&code=61171111&cp=nv,국민일보,2023-06-16
"[MJ포토] 서울시, '해질녘한강요가' 클래스 진행",http://www.mhj21.com/156590,문화저널21,2023-08-21
이번 주말 무더위는한강에서…'여기' 가면 무료로 누워서 공연 본다,https://biz.sbs.co.kr/article_hub/20000130076?division=NAVER,SBS Biz,2023-08-05
'BTS 10th' 서울 랜드마크 보랏빛으로 물든다…RM 여의도한강공원서 팬들과 ...,https://www.asiatoday.co.kr/view.php?key=20230611010004789,아시아투데이,2023-06-12
"영등포구, ‘관광 풀로깅’공원6곳에서 진행",http://www.seouland.com/arti/society/society_general/13060.html,한겨레,2023-08-01
"영등포구, '여의도공원서 플로깅하고 상품 받아요'",https://www.news1.kr/articles/5126324,뉴스1,2023-07-31
"서울시, ""이번 주말한강으로 놀러오세요"".. 공연, 전시, 물놀이 즐길거리 풍...",https://www.discoverynews.kr/news/articleView.html?idxno=1029311,디스커버리뉴스,2023-07-08
"""BTS는 팬데믹 견디게 한 빛""…보랏빛으로 가득 찬한강변",https://www.nocutnews.co.kr/news/5961261,노컷뉴스언론사 선정,2023-06-17
"서울시체육회, '한강트레킹' 1차 참가자 모집",https://news.sbs.co.kr/news/endPage.do?news_id=N1007230880&plink=ORI&cooper=NAVER,SBS,2023-06-15
"서울시체육회, '한강트레킹' 11월까지 5차 운영…한강코스 '첫' 운영",https://www.gokorea.kr/news/articleView.html?idxno=742338,공감신문,2023-06-16
"'BTS 페스타' 여의도공원에 최대 75만 몰린다… 정부, 안전관리 비상",https://www.hankookilbo.com/News/Read/A2023061611300001867?did=NA,한국일보언론사 선정,2024-06-06
"양산시,한강공원벤치마킹 나선다",https://www.busan.com/view/busan/view.php?code=2022111620514129520,부산일보,2024-06-06
불꽃놀이처럼…한강서 ‘드론 라이트쇼’ 본다,https://www.chosun.com/national/national_general/2022/10/22/UGWGK6TS35ETZG6FEGCFKHIOWA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024-06-06
"유니세프 한국위원회, 박위와 ‘2024 위라클워크’ 개최",http://www.beyondpost.co.kr/view.php?ud=20240510085319747446a9e4dd7f_30,비욘드포스트,2024-06-06
공연 보면서 일출 보자…서울서 즐기는 해맞이행사[구청25],http://www.newsis.com/view/?id=NISX20231229_0002576147&cID=10201&pID=10200,뉴시스,2023-12-30
[단독] 여의도한강공원에 웬 ‘백골부대 전적비’?,http://www.hani.co.kr/arti/area/capital/952895.html,한겨레언론사 선정,2024-06-06
"한국사회평화협의회, ‘지구인답게 희망은 숲’행사",https://www.catholictimes.org/article/article_view.php?aid=390901,가톨릭신문,2023-10-25
가을밤 수놓은 불꽃축제 100만 명 몰려…행사장 곳곳 쓰레기 아쉬움,https://www.donga.com/news/Society/article/all/20231008/121564421/1,동아일보언론사 선정,2023-10-08
"""이번 주말한강놀러오세요""…공연·전시·물놀이 '풍성'",https://www.ngetnews.com/news/articleView.html?idxno=420306,뉴스저널리즘,2023-07-07
"""BTS는 팬데믹 견디게 한 빛""…보랏빛으로 가득 찬한강변",https://www.nocutnews.co.kr/news/5961261,노컷뉴스언론사 선정,2023-06-17
"서울시체육회, '한강트레킹' 1차 참가자 모집",https://news.sbs.co.kr/news/endPage.do?news_id=N1007230880&plink=ORI&cooper=NAVER,SBS,2023-06-15
"서울시체육회, '한강트레킹' 11월까지 5차 운영…한강코스 '첫' 운영",https://www.gokorea.kr/news/articleView.html?idxno=742338,공감신문,2023-06-16
"'BTS 페스타' 여의도공원에 최대 75만 몰린다… 정부, 안전관리 비상",https://www.hankookilbo.com/News/Read/A2023061611300001867?did=NA,한국일보언론사 선정,2024-06-06
30만 인파 'BTS 페스타' 안전관리 비상…행사당일 일부 도로 전면 통제,http://www.kado.net/news/articleView.html?idxno=1188840,강원도민일보언론사 선정,2023-06-16
"양산시,한강공원벤치마킹 나선다",https://www.busan.com/view/busan/view.php?code=2022111620514129520,부산일보,2024-06-06
"양산시,한강공원벤치마킹 나선다",https://www.busan.com/view/busan/view.php?code=2022111620514129520,부산일보,2024-06-06
불꽃놀이처럼…한강서 ‘드론 라이트쇼’ 본다,https://www.chosun.com/national/national_general/2022/10/22/UGWGK6TS35ETZG6FEGCFKHIOWA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024-06-06
"유니세프 한국위원회, 박위와 ‘2024 위라클워크’ 개최",http://www.beyondpost.co.kr/view.php?ud=20240510085319747446a9e4dd7f_30,비욘드포스트,2024-06-06
"""가자지구 어린이 위해 함께 걸어요!"" 유니세프 한국위원회, 박위와 함께 '20...",https://www.eroun.net/news/articleView.html?idxno=43123,이로운넷,2024-06-06
공연 보면서 일출 보자…서울서 즐기는 해맞이행사[구청25],http://www.newsis.com/view/?id=NISX20231229_0002576147&cID=10201&pID=10200,뉴시스,2023-12-30
"유니세프 한국위원회,-박위, ‘2024 위라클워크’ 개최. 가자지구 어린이 위해...",http://www.globalepic.co.kr/view.php?ud=20240510102123825248439a4874_29,글로벌에픽,2024-06-06
[단독] 여의도한강공원에 웬 ‘백골부대 전적비’?,http://www.hani.co.kr/arti/area/capital/952895.html,한겨레언론사 선정,2024-06-06
"한국사회평화협의회, ‘지구인답게 희망은 숲’행사",https://www.catholictimes.org/article/article_view.php?aid=390901,가톨릭신문,2023-10-25
가을밤 수놓은 불꽃축제 100만 명 몰려…행사장 곳곳 쓰레기 아쉬움,https://www.donga.com/news/Society/article/all/20231008/121564421/1,동아일보언론사 선정,2023-10-08
"[IT이슈] 10월은행사의 계절, 바빠지는 긱워커들 外",http://www.lawissue.co.kr/view.php?ud=202310060816057181204ead0791_12,로이슈,2023-10-06
"[IT이슈] 10월은행사의 계절, 바빠지는 긱워커들 外",http://www.lawissue.co.kr/view.php?ud=202310060816057181204ead0791_12,로이슈,2023-10-06
[TRAVEL] 익숙한 듯 낯선...눈부신 봄날의한강피크닉,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00007&news_seq_no=5027624,MBN,2024-06-06
"여의도한강공원데이트코스 명소, 1위 벚꽃축제·2위 IFC몰·3위 선유도공원...",http://www.tournews21.com/news/articleView.html?idxno=69354,투어코리아뉴스,2024-04-19
한강에서 배우는 요가,https://www.news1.kr/photos/view/?6166951,뉴스1,2023-08-20
여의도한강공원데이트명소는? 1위한강대교·2위 IFC몰·3위한강유람선,http://www.tournews21.com/news/articleView.html?idxno=69671,투어코리아뉴스,2024-04-26
"크라운해태,한강공원조각작품 순환 전시...BBQ, 미국 전역에 첫 유튜브 광고",http://www.4th.kr/news/articleView.html?idxno=2060181,포쓰저널,2024-04-03
2024 여의도 벚꽃축제…기간부터 주차·맛집까지 팁 풉니다,https://www.wikitree.co.kr/articles/939020,위키트리,2024-03-29
'2023한강페스티벌' 책읽는한강공원시네마천국 서울함페스티벌 등 가을축제...,https://www.lecturernews.com/news/articleView.html?idxno=137236,한국강사신문,2023-10-07
한강걷기부터 맥주축제까지…'행사 시즌' 긱워커 수요↑,https://magazine.hankyung.com/business/article/202310062160b,한경비즈니스언론사 선정,2023-10-06
“한강서 무료 해질녘음악회… 영화도 감상하세요”,https://www.seoul.co.kr/news/newsView.php?id=20231013010010&wlog_tag3=naver,서울신문,2024-06-06
[서울 명(소)장(인)을 찾아서-145] 국내 최초 환경재생 생태공원'선유도공원...,http://www.ilyoseoul.co.kr/news/articleView.html?idxno=481819,일요서울,2023-12-13
"‘불꽃축제’로 달아오른 가을, 세계 놀이터 된한강",https://www.etoday.co.kr/news/view/2289795,이투데이,2023-10-05
한강걷기부터 맥주축제까지…'행사 시즌' 긱워커 수요↑,https://magazine.hankyung.com/business/article/202310062160b,한경비즈니스언론사 선정,2023-10-06
'서울  주말 가볼만한 곳 추천' 잠수교뚜벅뚜벅축제/뚝섬 물놀이장·야외수영...,https://www.lecturernews.com/news/articleView.html?idxno=130396,한국강사신문,2023-07-07
“한강서 무료 해질녘음악회… 영화도 감상하세요”,https://www.seoul.co.kr/news/newsView.php?id=20231013010010&wlog_tag3=naver,서울신문,2024-06-06
사계절 내내축제가 흐르는한강,http://www.seouland.com/arti/society/society_general/13309.html,한겨레,2023-08-24
"빛축제, 역사탐방, 야경 투어…가을 맞아한강에서 즐길거리 늘어난다",https://www.khan.co.kr/local/Seoul/article/202308231115011,경향신문,2023-08-23
"'한강을 버스킹 성지로'... 서울시, '버스킹 존' 22곳 조성",http://www.hg-times.com/news/articleView.html?idxno=256031,한강타임즈,2023-10-25
[생생우동]서울에서 즐기는 ‘한여름밤의 꿈’…한강과 서울숲 등 ‘밤축제’...,https://www.seoul.co.kr/news/newsView.php?id=20230804500118&wlog_tag3=naver,서울신문,2023-08-04
“해질녘한강에서 음악회 즐겨볼까”,http://news.heraldcorp.com/view.php?ud=20231012000383,헤럴드경제,2024-06-06
노을 테마 걷기·무소음DJ파티…'한강페스티벌 가을편' 개막,https://www.news1.kr/articles/5190105,뉴스1,2023-10-05
주말 어디갈까…축제·박람회·공연·전시 '서울 곳곳 즐길거리',http://www.newspim.com/news/view/20231013000712,뉴스핌,2023-10-14
서울에서 즐기는 올여름 피서… 당장 이번주 열리는 '한강페스티벌' (+축제...,https://www.wikitree.co.kr/articles/874700,위키트리,2023-08-01
이번 주말에한강공원에서 획기적인 파티가 열립니다 (+파티 정체),https://www.wikitree.co.kr/articles/877475,위키트리,2023-08-10
불꽃축제끝난뒤 ‘쓰레기 산’ 된 여의도,https://www.donga.com/news/Society/article/all/20231008/121572630/1,동아일보언론사 선정,2024-06-06
"100만명 즐긴 불꽃축제, 사고 없었지만 이 두 상황은 아찔했다",https://www.chosun.com/national/2023/10/08/WS6PHRIN4NDLVJ62TUB3TJ43TQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보언론사 선정,2024-06-06
"여의도 불꽃축제, 100만명 운집 예상… 즐길 명당은 어디",https://www.newscj.com/news/articleView.html?idxno=3069749,천지일보,2023-10-07
"불꽃축제명당 어디? / 교통 통제 사전 확인 필요, 택시·자전거·킥보드 이용...",http://topclass.chosun.com/news/articleView.html?idxno=32362,topclass,2023-10-06
가을밤 수놓은 불꽃축제100만 명 몰려… 행사장 곳곳 쓰레기 아쉬움,https://www.donga.com/news/Society/article/all/20231008/121564421/1,동아일보언론사 선정,2023-10-08
100만 명 모이는 ‘서울세계불꽃축제’ 제대로 관람하려면…,http://www.skyedaily.com/news/news_view.html?ID=207515,스카이데일리,2023-10-04
더 화려하게 돌아오는 여의도 불꽃축제…숨겨진 명당은 바로 이곳,https://realty.chosun.com/site/data/html_dir/2023/09/28/2023092800597.html,땅집고,2023-09-30
[바로간다] 어김없이 반복된 '무질서'‥'불꽃축제'의 씁쓸한 뒷모습,https://imnews.imbc.com/replay/2023/nwdesk/article/6531513_36199.html,MBC언론사 선정,2023-10-08
[2023한강페스티벌] 환상적 노을 속 패들보드‘여름한강’ 제대로 즐겼다,https://www.joongang.co.kr/article/25188742,중앙일보,2024-06-06
"재즈공연 볼까, 카약 탈까…한강에서 즐기는 ‘도심 속 피서’",https://www.seoul.co.kr/news/newsView.php?id=20230802010013&wlog_tag3=naver,서울신문,2024-06-06
이번 주말 무더위는한강에서…'여기' 가면 무료로 누워서 공연 본다,https://biz.sbs.co.kr/article_hub/20000130076?division=NAVER,SBS Biz,2023-08-05
"[MJ포토] 서울시, '해질녘한강요가' 클래스 진행",http://www.mhj21.com/156590,문화저널21,2023-08-21
BTS 페스타@17일 여의도한강공원일정은?,https://news.kmib.co.kr/article/view.asp?arcid=0018370015&code=61171111&cp=nv,국민일보,2023-06-16
"서울시, ""이번 주말한강으로 놀러오세요"".. 공연, 전시, 물놀이 즐길거리 풍...",https://www.discoverynews.kr/news/articleView.html?idxno=1029311,디스커버리뉴스,2023-07-08
'BTS 10th' 서울 랜드마크 보랏빛으로 물든다…RM 여의도한강공원서 팬들과 ...,https://www.asiatoday.co.kr/view.php?key=20230611010004789,아시아투데이,2023-06-12
"""BTS는 팬데믹 견디게 한 빛""…보랏빛으로 가득 찬한강변",https://www.nocutnews.co.kr/news/5961261,노컷뉴스언론사 선정,2023-06-17
[포토타임] 공주 유구색동수국정원 꽃축제개막...여기저기 수국수국,https://www.joongang.co.kr/article/25172031,중앙일보,2023-06-23
해질녘 나를 깨우는 시간,https://www.news1.kr/photos/view/?6166943,뉴스1,2023-08-20
"오늘! BTS 열살 생일…남산타워도,한강다리도 ‘보라빛’ 물들다",https://www.hani.co.kr/arti/culture/culture_general/1095680.html,한겨레언론사 선정,2024-06-06
"양산시,한강공원벤치마킹 나선다",https://www.busan.com/view/busan/view.php?code=2022111620514129520,부산일보,2024-06-06
불꽃놀이처럼…한강서 ‘드론 라이트쇼’ 본다,https://www.chosun.com/national/national_general/2022/10/22/UGWGK6TS35ETZG6FEGCFKHIOWA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024-06-06
[TRAVEL] 익숙한 듯 낯선...눈부신 봄날의한강피크닉,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00007&news_seq_no=5027624,MBN,2024-06-06
한강에서 배우는 요가,https://www.news1.kr/photos/view/?6166951,뉴스1,2023-08-20
"크라운해태,한강공원조각작품 순환 전시...BBQ, 미국 전역에 첫 유튜브 광고",http://www.4th.kr/news/articleView.html?idxno=2060181,포쓰저널,2024-04-03
'2023한강페스티벌' 책읽는한강공원시네마천국 서울함페스티벌등 가을축제...,https://www.lecturernews.com/news/articleView.html?idxno=137236,한국강사신문,2023-10-07
오케스트라부터 디제잉 음악까지…'2023한강페스티벌가을편' 개최,https://www.etnews.com/20231013000014,전자신문,2023-10-13
노을 테마 걷기·음악회·요가까지 모두한강에서 즐긴다...서울시 '2023한강...,https://www.ajunews.com/view/20231005082402847,아주경제,2023-10-05
“해질녘한강에서 음악회 즐겨볼까”…가을한강페스티벌13일 시작,http://news.heraldcorp.com/view.php?ud=20231012000109,헤럴드경제,2023-10-12
[2023한강페스티벌] 환상적 노을 속 패들보드‘여름한강’ 제대로 즐겼다,https://www.joongang.co.kr/article/25188742,중앙일보,2024-06-06
"서울시, '한강페스티벌여름' 4일 개막",http://www.enewstoday.co.kr/news/articleView.html?idxno=2024615,이뉴스투데이,2023-08-01
'무선 헤드폰 음악에 맞춰 춤을'…서울시 '2023한강페스티벌여름' 개최,https://www.dailian.co.kr/news/view/1259543/?sc=Naver,데일리안,2023-08-02
'무선 헤드폰 음악에 맞춰 춤을'…서울시 '2023한강페스티벌여름' 개최,https://www.dailian.co.kr/news/view/1259543/?sc=Naver,데일리안,2023-08-02
"‘불꽃축제’로 달아오른 가을, 세계 놀이터 된한강",https://www.etoday.co.kr/news/view/2289795,이투데이,2023-10-05
오늘한강공원서 '무소음DJ파티'...비보잉 공연도,http://www.metroseoul.co.kr/article/20230812500015,메트로신문,2023-08-12
한강걷기부터 맥주 축제까지…'행사 시즌' 긱워커 수요↑,https://magazine.hankyung.com/business/article/202310062160b,한경비즈니스언론사 선정,2023-10-06
사계절 내내 축제가 흐르는한강,http://www.seouland.com/arti/society/society_general/13309.html,한겨레,2023-08-24
[생생우동]서울에서 즐기는 ‘한여름밤의 꿈’…한강과 서울숲 등 ‘밤 축제’...,https://www.seoul.co.kr/news/newsView.php?id=20230804500118&wlog_tag3=naver,서울신문,2023-08-04
이번 주말 무더위는한강에서…'여기' 가면 무료로 누워서 공연 본다,https://biz.sbs.co.kr/article_hub/20000130076?division=NAVER,SBS Biz,2023-08-05
"[MJ포토] 서울시, '해질녘한강요가' 클래스 진행",http://www.mhj21.com/156590,문화저널21,2023-08-21
해질녘 나를 깨우는 시간,https://www.news1.kr/photos/view/?6166943,뉴스1,2023-08-20
"""일단 즐겨야죠""…'코로나 재유행'에도한강공원·페스티벌'북적'",http://www.edaily.co.kr/news/newspath.asp?newsid=01725286632393208,이데일리언론사 선정,2024-06-06
[TRAVEL] 익숙한 듯 낯선...눈부신 봄날의한강피크닉,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00007&news_seq_no=5027624,MBN,2024-06-06
"서울시,한강철교-잠실철교-양화대교 등 전철 교량구간 지하화 가능성",https://news.bbsi.co.kr/news/articleView.html?idxno=3153645,BBS NEWS,2024-04-24
태국 파타야처럼...한강에 ‘수상 푸드코트’ 띄운다,https://www.chosun.com/national/national_general/2024/04/05/5OKPM4UBAVBPNNO6U3TWTNB2KY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024-06-06
"한강이 문화예술공연장으로…서울시, 모든한강공원에 버스킹존",https://biz.chosun.com/topics/topics_social/2023/10/25/CWPXXQLCVVABHE4F2ANMSELS2Q/?utm_source=naver&utm_medium=original&utm_campaign=biz,조선비즈,2023-10-25
'2023한강페스티벌' 책읽는한강공원시네마천국 서울함페스티벌 등 가을축제...,https://www.lecturernews.com/news/articleView.html?idxno=137236,한국강사신문,2023-10-07
“한강서 무료 해질녘음악회… 영화도 감상하세요”,https://www.seoul.co.kr/news/newsView.php?id=20231013010010&wlog_tag3=naver,서울신문,2024-06-06
노을 테마 걷기·무소음DJ파티…'한강페스티벌 가을편' 개막,https://www.news1.kr/articles/5190105,뉴스1,2023-10-05
"""공연·물놀이·스포츠, 취향대로 피서를""…4일부터 '한강페스티벌'",http://www.newspim.com/news/view/20230801000239,뉴스핌,2023-08-01
"‘클럽·영화관·야간 수영장’…한강, 거대한 행사장으로 변한다",https://news.kmib.co.kr/article/view.asp?arcid=0924314365&code=11131400&cp=nv,국민일보,2024-06-06
"공연, 전시, 물놀이... 서울시, ""이번 주말한강으로 놀러오세요""",https://www.eroun.net/news/articleView.html?idxno=34544,이로운넷,2023-07-07
“한강서 무료 해질녘음악회… 영화도 감상하세요”,https://www.seoul.co.kr/news/newsView.php?id=20231013010010&wlog_tag3=naver,서울신문,2024-06-06
노을 테마 걷기·무소음DJ파티…'한강페스티벌 가을편' 개막,https://www.news1.kr/articles/5190105,뉴스1,2023-10-05
"‘불꽃축제’로 달아오른 가을, 세계 놀이터 된한강",https://www.etoday.co.kr/news/view/2289795,이투데이,2023-10-05
"""공연·물놀이·스포츠, 취향대로 피서를""…4일부터 '한강페스티벌'",http://www.newspim.com/news/view/20230801000239,뉴스핌,2023-08-01
"재즈공연볼까, 카약 탈까…한강에서 즐기는 ‘도심 속 피서’",https://www.seoul.co.kr/news/newsView.php?id=20230802010013&wlog_tag3=naver,서울신문,2024-06-06
주말 어디갈까…축제·박람회·공연·전시 '서울 곳곳 즐길거리',http://www.newspim.com/news/view/20231013000712,뉴스핌,2023-10-14
이번 주말 무더위는한강에서…'여기' 가면 무료로 누워서공연본다,https://biz.sbs.co.kr/article_hub/20000130076?division=NAVER,SBS Biz,2023-08-05
'서울  주말 가볼만한 곳 추천' 잠수교뚜벅뚜벅축제/뚝섬 물놀이장·야외수영...,https://www.lecturernews.com/news/articleView.html?idxno=130396,한국강사신문,2023-07-07
"서울시, ""이번 주말한강으로 놀러오세요""..공연, 전시, 물놀이 즐길거리 풍...",https://www.discoverynews.kr/news/articleView.html?idxno=1029311,디스커버리뉴스,2023-07-08
[2023한강페스티벌] 환상적 노을 속 패들보드‘여름한강’ 제대로 즐겼다,https://www.joongang.co.kr/article/25188742,중앙일보,2024-06-06
사계절 내내 축제가 흐르는한강,http://www.seouland.com/arti/society/society_general/13309.html,한겨레,2023-08-24
[생생우동]서울에서 즐기는 ‘한여름밤의 꿈’…한강과 서울숲 등 ‘밤 축제’...,https://www.seoul.co.kr/news/newsView.php?id=20230804500118&wlog_tag3=naver,서울신문,2023-08-04
"빛 축제, 역사탐방, 야경 투어…가을 맞아한강에서 즐길거리 늘어난다",https://www.khan.co.kr/local/Seoul/article/202308231115011,경향신문,2023-08-23
"'방탄소년단(BTS) 10주년 페스타' 여의도한강공원30만, 잠실종합운동장 14만...",https://www.lecturernews.com/news/articleView.html?idxno=128876,한국강사신문,2023-06-17
[오세훈 '그레이트한강프로젝트' 허와 실 2] '환경파괴' 반복… 전문가 입 ...,http://www.ilyoseoul.co.kr/news/articleView.html?idxno=475352,일요서울,2023-06-13
"""BTS는 팬데믹 견디게 한 빛""…보랏빛으로 가득 찬한강변",https://www.nocutnews.co.kr/news/5961261,노컷뉴스언론사 선정,2023-06-17
"서울시체육회, '한강트레킹' 11월까지 5차 운영…한강코스 '첫' 운영",https://www.gokorea.kr/news/articleView.html?idxno=742338,공감신문,2023-06-16
"서울시체육회, '한강트레킹' 1차 참가자 모집",https://news.sbs.co.kr/news/endPage.do?news_id=N1007230880&plink=ORI&cooper=NAVER,SBS,2023-06-15
[서울의미래]밤섬 폭파 뒤 ‘한강기적’된 여의도…금융 넘어 문화1번지 꿈꾼...,https://view.asiae.co.kr/article/2023052209370920100,아시아경제,2024-06-06
'BTS 페스타' 외국인 12만 포함 40만 집결...브루노 마스 내한공연도(종합),https://www.asiatime.co.kr/article/20230617500023,아시아타임즈,2023-06-17
"오늘! BTS 열살 생일…남산타워도,한강다리도 ‘보라빛’ 물들다",https://www.hani.co.kr/arti/culture/culture_general/1095680.html,한겨레언론사 선정,2024-06-06
BTS 페스타·브루노마스공연...교통통제 구간·여의도 불꽃놀이 시간은?,https://www.gukjenews.com/news/articleView.html?idxno=2743962,국제뉴스,2023-06-17
불꽃놀이처럼…한강서 ‘드론 라이트쇼’ 본다,https://www.chosun.com/national/national_general/2022/10/22/UGWGK6TS35ETZG6FEGCFKHIOWA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2024-06-06
"가평 ‘빠지’·양양 서핑 안 부러워…한강, 수상레포츠 중심으로",https://www.seoul.co.kr/news/newsView.php?id=20220621011011&wlog_tag3=naver,서울신문,2024-06-06
